"_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","γ‘相晶格常数/晶格常数","力学性能/硬度","固溶热处理/固溶热处理时间","固溶热处理/固溶热处理温度","备注","拉伸测试/温度","拉紧态硬度测试/离晶界距离","摘录出处","放松态硬度测试/离晶界距离","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","测试温度/温度","热处理/热处理温度","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","硬度测试/测试压力","硬度测试/测试温度","空气中时效/时效时间","空气中时效/时效温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","缩进/缩进值","蠕变断裂测试/拉力","蠕变断裂测试/温度"
"ObjectId(""5b4cf7eae6b1a819a85d7af7"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"480.132HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.173684mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf7efe6b1a819a85d7af9"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"474.834HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.0315789mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf7f4e6b1a819a85d7afb"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"509.272HV","1h","1095℃","",,"2.32105mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf7f9e6b1a819a85d7afd"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"492.715HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.473684mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf7fee6b1a819a85d7aff"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"478.808HV","1h","1095℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","0.0631579mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf807e6b1a819a85d7b01"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"513.245HV","1h","1095℃","",,"1.8mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf80ce6b1a819a85d7b03"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"515.232HV","1h","1095℃","",,"0.489474mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf811e6b1a819a85d7b05"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"509.272HV","1h","1095℃","",,"1.81579mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf816e6b1a819a85d7b07"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"510.596HV","1h","1095℃","",,"1.31053mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf81be6b1a819a85d7b09"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"536.424HV","1h","1095℃","",,"0.805263mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf820e6b1a819a85d7b0b"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"526.49HV","1h","1095℃","",,"1.8mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf825e6b1a819a85d7b0d"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"509.272HV","1h","1095℃","",,"0.489474mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf82ae6b1a819a85d7b0f"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"512.583HV","1h","1095℃","",,"0.805263mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf82ee6b1a819a85d7b11"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"523.179HV","1h","1095℃","",,"0.663158mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf833e6b1a819a85d7b13"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"527.152HV","1h","1095℃","",,"0.505263mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf838e6b1a819a85d7b15"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"498.675HV","1h","1095℃","",,"0.805263mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf840e6b1a819a85d7b17"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"519.205HV","1h","1095℃","",,"1.31053mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf845e6b1a819a85d7b19"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"515.232HV","1h","1095℃","",,"0.647368mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf84ae6b1a819a85d7b1b"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"528.477HV","1h","1095℃","",,"2.30526mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf84ee6b1a819a85d7b1d"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"503.974HV","1h","1095℃","",,"0.663158mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf858e6b1a819a85d7b1f"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"476.821HV","1h","1095℃","",,"0.347368mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf85de6b1a819a85d7b21"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"502.99HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.235602h","20℃",,,,,,,
"ObjectId(""5b4cf862e6b1a819a85d7b23"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"500.332HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.078534h","20℃",,,,,,,
"ObjectId(""5b4cf867e6b1a819a85d7b25"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"517.219HV","1h","1095℃","",,"0.0473684mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf86ce6b1a819a85d7b27"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"490.066HV","1h","1095℃","",,"0.363158mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf871e6b1a819a85d7b29"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"514.95HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.361257h","20℃",,,,,,,
"ObjectId(""5b4cf876e6b1a819a85d7b2b"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"524.917HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.361257h","20℃",,,,,,,
"ObjectId(""5b4cf87ae6b1a819a85d7b2d"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"506.977HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.078534h","20℃",,,,,,,
"ObjectId(""5b4cf87fe6b1a819a85d7b2f"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"512.292HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.235602h","20℃",,,,,,,
"ObjectId(""5b4cf884e6b1a819a85d7b31"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"506.977HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.518325h","20℃",,,,,,,
"ObjectId(""5b4cf889e6b1a819a85d7b33"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"473.51HV","1h","1095℃","",,"0.189474mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf88ee6b1a819a85d7b35"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"494.04HV","1h","1095℃","",,"0.205263mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf893e6b1a819a85d7b37"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"524.252HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.0628272h","20℃",,,,,,,
"ObjectId(""5b4cf898e6b1a819a85d7b39"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"500HV","1h","1095℃","",,"0.0473684mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf89de6b1a819a85d7b3b"")","0.5",,"0.04",,,"19","18.5",,"0.2","3","5.1",,"52.5wt.%",,,"0.2",,"0.9",,,,"468.212HV","1h","1095℃","",,"0.189474mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","IN 718",,,,,,,,,,,,"8h","720℃",,,,,,,
"ObjectId(""5b4cf8a6e6b1a819a85d7b3d"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"510.963HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.02094h","20℃",,,,,,,
"ObjectId(""5b4cf8abe6b1a819a85d7b3f"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"492.359HV","2870h","1232℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.0471204h","20℃",,,,,,,
"ObjectId(""5b4cf8b0e6b1a819a85d7b41"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"542.857HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.219895h","20℃",,,,,,,
"ObjectId(""5b4cf8b5e6b1a819a85d7b43"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"530.897HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.52356h","20℃",,,,,,,
"ObjectId(""5b4cf8bae6b1a819a85d7b45"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"536.877HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.02094h","20℃",,,,,,,
"ObjectId(""5b4cf8bfe6b1a819a85d7b47"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"566.113HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.53927h","20℃",,,,,,,
"ObjectId(""5b4cf8c3e6b1a819a85d7b49"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"576.08HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"2.02618h","20℃",,,,,,,
"ObjectId(""5b4cf8c8e6b1a819a85d7b4b"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"510.299HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"2.02618h","20℃",,,,,,,
"ObjectId(""5b4cf8cde6b1a819a85d7b4d"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"480.399HV","2870h","1232℃","",,,"Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.","mm","10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.0471204h","20℃",,,,,,,
"ObjectId(""5b4cf8d2e6b1a819a85d7b4f"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"562.126HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.02094h","20℃",,,,,,,
"ObjectId(""5b4cf8d7e6b1a819a85d7b51"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"518.272HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"1.52356h","20℃",,,,,,,
"ObjectId(""5b4cf8dce6b1a819a85d7b53"")","5.5","0.015","0.14",,"10","8.3",,"1.5",,"0.7",,,"60wt.%",,,,"3","1","10","0.05",,"524.917HV","2870h","1232℃","",,"mm","Okazaki M, Sakaguchi M, Tran T H, et al. Creep-Fatigue and Thermo-Mechanical Fatigue of Friction-Welded IN 718/MarM247 Dissimilar Joint[C]// Superalloys. 2008:221-228.",,"10.11961/mater0203.MGI.20171221.ds.0056","尹海清","摘录","史政涛","2018-01-09","M247",,,,,,,,,,,,"0.518325h","20℃",,,,,,,
