"_id","Al","B","C","Co","Cr","Fe","Hf","Mo","Nb+Ta","Ni","Pt","Re","Si","Ta","Ti","W","Y","Zr","低温施加载荷/工作能力（应力乘以变形应变）","低温施加载荷/温度","力学性能/应变","加压/压强","加热/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应变测试/冲击速率","应变测试/应变位置","应变测试/径向位置","应变测试/时间","应变测试/长轴位置","持续时间/持续时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","样品尺寸/模锻前RCS齿轮直径","样品尺寸/模锻后RCS齿轮直径","模锻/模锻","热加工/应变速率","热加工/时间","热加工/温度","热加工前处理/时间","热加工前处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","第一次轧制/温度","第二次轧制/温度","等温蠕变实验/压力","等温蠕变实验/温度","等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","蠕变测试/初始压力","蠕变测试/初始温度","蠕变测试/时间","蠕变测试/测试温度","非等温蠕变实验/第一段时间","非等温蠕变实验/第一段温度","非等温蠕变实验/第三段时间","非等温蠕变实验/第三段温度","非等温蠕变实验/第二段时间","非等温蠕变实验/第二段温度","非等温蠕变实验/第四段时间","非等温蠕变实验/第四段温度","非等温蠕变实验/蠕变寿命","非等温蠕变实验/蠕变寿命/参考寿命","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/10min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/11min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/12min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/13min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/14min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/15min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/16min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/17min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/18min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/19min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/20min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/21min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/22min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/23min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/24min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/25min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/26min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/27min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/28min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/29min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/2min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/30min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/31min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/32min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/33min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/34min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/35min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/3min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/4min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/5min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/6min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/7min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/8min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/9min）"
"ObjectId(""5b4ce0fae6b1a819a85d7239"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","270.792℃","2.455%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce0ffe6b1a819a85d723b"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","266.893℃","2.558%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce103e6b1a819a85d723d"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","254.013℃","2.673%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce108e6b1a819a85d723f"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","290.802℃","0.935%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce10de6b1a819a85d7241"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","363.918℃","0.860%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce113e6b1a819a85d7243"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","369.033℃","0.886%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce118e6b1a819a85d7245"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","358.790℃","0.859%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce11de6b1a819a85d7247"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","261.739℃","2.609%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce122e6b1a819a85d7249"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","284.035℃","1.630%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce126e6b1a819a85d724b"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","322.919℃","0.807%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce12be6b1a819a85d724d"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","301.125℃","0.806%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce130e6b1a819a85d724f"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","342.136℃","0.833%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce135e6b1a819a85d7251"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","313.938℃","0.819%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce13ae6b1a819a85d7253"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","246.314℃","2.686%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce144e6b1a819a85d7255"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","95.015℃","2.720%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce148e6b1a819a85d7257"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","206.539℃","2.749%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce14de6b1a819a85d7259"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","73.214℃","2.732%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce152e6b1a819a85d725b"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","66.804℃","2.732%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce157e6b1a819a85d725d"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","229.622℃","2.737%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce15ce6b1a819a85d725f"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","118.085℃","2.733%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce161e6b1a819a85d7261"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","53.984℃","2.731%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce165e6b1a819a85d7263"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","156.539℃","2.747%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce16ae6b1a819a85d7265"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","86.021℃","2.758%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce16fe6b1a819a85d7267"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","215.546℃","2.685%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce174e6b1a819a85d7269"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","80.900℃","2.745%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce179e6b1a819a85d726b"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","61.676℃","2.731%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce17ee6b1a819a85d726d"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","170.648℃","2.735%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce183e6b1a819a85d726f"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","239.885℃","2.724%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce187e6b1a819a85d7271"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","178.340℃","2.735%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce1a0e6b1a819a85d7279"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","39.881℃","2.731%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4ce1cee6b1a819a85d728b"")",,,,,,,,,,"30wt.%","20",,,,"50",,,,"3.9J/cm3","27.061℃","2.730%",,,,,,,"",,,,,,,"Nathal M V. NASA and superalloys: A customer, a participant, and a referee[J]. 2008.","10.11961/mater0203.MGI.20171221.ds.0061","尹海清","摘录","徐斌","2018-01-09",,,,,,"Ni30Pt20Ti50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d52cbe6b1a819a85d9d75"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"9.70E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.688965517241379100%",,,,,,,
"ObjectId(""5b4d52d0e6b1a819a85d9d77"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.05E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.70551724137931100%",,,,,,,
"ObjectId(""5b4d52d5e6b1a819a85d9d79"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"8.15E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.64551724137931100%",,,,,,,
"ObjectId(""5b4d52dae6b1a819a85d9d7b"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"5.65E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.537931034482759100%",,,,,,,
"ObjectId(""5b4d52dfe6b1a819a85d9d7d"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"8.69E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.66100%",,,,,,,
