"/温度","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","Nb","Ni","Re","Si","Ta","Ti","W","Zr","保温/保温时间","保温/拉伸温度","保温/第二次时效温度","冷却/油冷","冷却/空冷","力学性能/抗拉强度","固溶/固溶温度","固溶处理/时间","固溶处理/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","备注","拉伸实验/测试温度","拉伸测试/变形量","拉伸测试/应变速率","拉伸测试/测试温度","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/拉伸塑形应变","时效/第一次时效时间","时效/高温时效温度","时效1/时效时间","时效1/时效温度","时效处理/时间","时效处理/温度","材料牌号","棒料拉伸测试/温度","油淬/第一次时效温度","油淬/第二次时效时间","测试温度/温度","炉冷/温度","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/加热时间","热处理工艺/加热温度","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压/压力","热等静压/时间","热等静压/温度","热轧/热轧时间","热轧/热轧温度","片料拉伸测试/温度","直径/坯料直径","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","试样放置于高温/时间","试样放置于高温/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量"
,"ObjectId(""5b4d15efe6b1a819a85d866b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"961.364Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-662.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 1987.3h","800℃",,,,
,"ObjectId(""5b4d15f3e6b1a819a85d866d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"899.261Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-673.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"114.38h","900℃",,,,
,"ObjectId(""5b4d15f8e6b1a819a85d866f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"961.009Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-663.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 2298.3h","800℃",,,,
,"ObjectId(""5b4d15fde6b1a819a85d8671"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"962.107Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-661.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 1563.4h","800℃",,,,
,"ObjectId(""5b4d1602e6b1a819a85d8673"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"899.721Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-672.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.38h","900℃",,,,
,"ObjectId(""5b4d1607e6b1a819a85d8675"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"915.01Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-668.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 7123.5h","800℃",,,,
,"ObjectId(""5b4d160ce6b1a819a85d8677"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"954.024Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-659.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"854.30h","800℃",,,,
,"ObjectId(""5b4d1611e6b1a819a85d8679"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"896.044Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-669.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.65h","900℃",,,,
,"ObjectId(""5b4d1616e6b1a819a85d867b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"946.677Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-666.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,," 5438.6h","800℃",,,,
,"ObjectId(""5b4d1620e6b1a819a85d867d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"929.668Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-654.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"612.40h","800℃",,,,
,"ObjectId(""5b4d1624e6b1a819a85d867f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"903.632Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-644.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.678h","800℃",,,,
,"ObjectId(""5b4d1629e6b1a819a85d8681"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"919.02Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-651.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"478.57h","800℃",,,,
,"ObjectId(""5b4d162ee6b1a819a85d8683"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"948.753Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-658.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"812.40h","800℃",,,,
,"ObjectId(""5b4d1633e6b1a819a85d8685"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"932.268Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-655.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"657.20h","800℃",,,,
,"ObjectId(""5b4d1638e6b1a819a85d8687"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"916.278Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-650.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"435.36h","800℃",,,,
,"ObjectId(""5b4d163de6b1a819a85d8689"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"924.715Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-652.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"512.35h","800℃",,,,
,"ObjectId(""5b4d1642e6b1a819a85d868b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"908.974Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-646.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.354h","800℃",,,,
,"ObjectId(""5b4d1647e6b1a819a85d868d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"940.882Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-656.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"724.60h","800℃",,,,
,"ObjectId(""5b4d164ce6b1a819a85d868f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"911.361Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-647.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"135.69h","800℃",,,,
,"ObjectId(""5b4d1651e6b1a819a85d8691"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"917.022Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-648.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"256.53h","800℃",,,,
,"ObjectId(""5b4d1655e6b1a819a85d8693"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"930.27Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-653.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"558.20h","800℃",,,,
,"ObjectId(""5b4d165ae6b1a819a85d8695"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"916.632Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-649.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"338.37h","800℃",,,,
,"ObjectId(""5b4d165fe6b1a819a85d8697"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"940.315Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-657.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"786.30h","800℃",,,,
,"ObjectId(""5b4d1664e6b1a819a85d8699"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"906.338Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-645.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.364h","800℃",,,,
,"ObjectId(""5b4d166ee6b1a819a85d869b"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"912.872Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-630.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"238.67h","750℃",,,,
,"ObjectId(""5b4d1673e6b1a819a85d869d"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"1006.43Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-642.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"507h","7℃",,,,
,"ObjectId(""5b4d1678e6b1a819a85d869f"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"918.311Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-631.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"342.34h","750℃",,,,
,"ObjectId(""5b4d167de6b1a819a85d86a1"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"969.068Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-638.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"503h","7℃",,,,
,"ObjectId(""5b4d1682e6b1a819a85d86a3"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"966.636Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-637.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"502h","7℃",,,,
,"ObjectId(""5b4d1687e6b1a819a85d86a5"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"926.469Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-633.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"647.84h","750℃",,,,
,"ObjectId(""5b4d168ce6b1a819a85d86a7"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"943.733Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-635.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"501h","7℃",,,,
,"ObjectId(""5b4d1691e6b1a819a85d86a9"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"923.893Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-632.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"530.01h","750℃",,,,
,"ObjectId(""5b4d1695e6b1a819a85d86ab"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"932.08Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-634.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"812.31h","750℃",,,,
,"ObjectId(""5b4d169be6b1a819a85d86ad"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"980.893Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-639.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"504h","7℃",,,,
,"ObjectId(""5b4d16a0e6b1a819a85d86af"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"986.532Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-640.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"505h","7℃",,,,
,"ObjectId(""5b4d16a5e6b1a819a85d86b1"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"907.204Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-629.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"220.60h","750℃",,,,
,"ObjectId(""5b4d16aae6b1a819a85d86b3"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"900.819Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-643.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.234h","800℃",,,,
,"ObjectId(""5b4d16aee6b1a819a85d86b5"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"955.213Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-636.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"501h","7℃",,,,
,"ObjectId(""5b4d16b3e6b1a819a85d86b7"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"995.092Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-641.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"506h","7℃",,,,
,"ObjectId(""5b4d16bde6b1a819a85d86b9"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"904.513Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-628.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"195.56h","750℃",,,,
,"ObjectId(""5b4d16c2e6b1a819a85d86bb"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"898.845Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-625.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.4916h","750℃",,,,
,"ObjectId(""5b4d16d5e6b1a819a85d86c3"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"904.714Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-627.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.17h","750℃",,,,
,"ObjectId(""5b4d16dfe6b1a819a85d86c7"")","6","0.013","0.13wt.%",,"10","8",,,,"6",,"Balance",,,"4.3","1",,"0.08",,,,,,"904.886Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-626.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.968h","750℃",,,,
,"ObjectId(""5b4d1937e6b1a819a85d87ab"")","6","0.013","0.13wt.%",,"10","8",,,,"6","3.6087","Balance",,,,"1",,"0.08",,,,,,"1002.52Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d193ce6b1a819a85d87ad"")","6","0.013","0.13wt.%",,"10","8",,,,"6","2.91304","Balance",,,,"1",,"0.08",,,,,,"996.784Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d1940e6b1a819a85d87af"")","6","0.013","0.13wt.%",,"10","8",,,,"6","4.03261","Balance",,,,"1",,"0.08",,,,,,"998.4Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
,"ObjectId(""5b4d194fe6b1a819a85d87b5"")","6","0.013","0.13wt.%",,"10","8",,,,"6","3.29348","Balance",,,,"1",,"0.08",,,,,,"996.211Mpa",,,,,,,,,,,,,,,,,"",,,,,,"Meng Z, Sun G, Li M, et al. The Strengthening Effect of Tantalum in Nickel-Base Superalloys[C]// Superalloys. 1984:563-572.","","10.11961/mater0203.MGI.20171221.ds.0048","摘录","李龙飞","2018-01-09",,,,,,,,,"B1900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.60E+2℃",,,
